core_service,process_type,classvariable,key,return_variable
TMSCoreTransportTS,ExcelRequest,excelItemDetailObj,QUANTITY_UOM,strQuantityUom
TMSCoreTransportTS,ExcelRequest,excelItemDetailObj,WEIGHT,iWeight
TMSCoreTransportTS,ExcelRequest,excelItemDetailObj,WEIGHT_UOM,strWeightUom
TMSCoreTransportTS,ExcelRequest,excelItemDetailObj,VOLUME,iVolume
TMSCoreTransportTS,ExcelRequest,excelItemDetailObj,VOLUME_UOM,strVolumeUom
TMSCoreTransportTS,ExcelRequest,excelItemDetailObj,COST_CENTER_CODE,strCostCenterCode
TMSCoreTransportTS,LoadLegDtlGrid,LoadLegDtlGridObj,recStatus,recStatus
TMSCoreTransportTS,LoadLegDtlGrid,LoadLegDtlGridObj,select,strSelect
TMSCoreTransportTS,LoadLegDtlGrid,LoadLegDtlGridObj,LOAD_LEG,strLoadLeg
TMSCoreTransportTS,LoadLegDtlGrid,LoadLegDtlGridObj,SEQ_NO,iSeqNo
TMSCoreTransportTS,LoadLegDtlGrid,LoadLegDtlGridObj,LOAD_INSP_REQ,strLoadInspReq
TMSCoreTransportTS,UtilDtlGrid,UtilDtlGridObj,recStatus,recStatus
TMSCoreTransportTS,UtilDtlGrid,UtilDtlGridObj,select,strSelect
TMSCoreTransportTS,UtilDtlGrid,UtilDtlGridObj,FROM,strFrom
TMSCoreTransportTS,UtilDtlGrid,UtilDtlGridObj,TO,strTo
TMSCoreTransportTS,UtilDtlGrid,UtilDtlGridObj,NET_WEIGHT,iNetWeight
TMSCoreTransportTS,UtilDtlGrid,UtilDtlGridObj,UTILIZATION,iUtilization
TMSCoreTransportTS,UtilDtlGrid,UtilDtlGridObj,SEQ_NO,iSeqNo
TMSCoreTransportTS,loadconfGrid,loadconfGridObj,recStatus,recStatus
TMSCoreTransportTS,loadconfGrid,loadconfGridObj,select,strSelect
TMSCoreTransportTS,loadconfGrid,loadconfGridObj,SEQ_NO,iSeqNo
TMSCoreTransportTS,loadconfGrid,loadconfGridObj,COMMODITY,strCommodityML
TMSCoreTransportTS,loading,LoadSummaryGridObj,recStatus,recStatus
TMSCoreTransportTS,loading,LoadSummaryGridObj,select,strSelect
TMSCoreTransportTS,loading,LoadSummaryGridObj,ITEM_DESCRIPTION,strItemDescription
TMSCoreTransportTS,loading,LoadSummaryGridObj,ITEM_CODE,strItemCode
TMSCoreTransportTS,loading,LoadSummaryGridObj,QUANTITY,iQuantity
TMSCoreTransportTS,loading,LoadSummaryGridObj,LOADING_QUANTITY,iLoadingQuantity
TMSCoreTransportTS,loading,LoadSummaryGridObj,UNLOADING_LOC,strUnloadingLocation
TMSCoreTransportTS,loading,LoadSummaryGridObj,SHIPMENT_NO,strShipmentNo
TMSCoreTransportTS,loading,LoadSummaryGridObj,REFERENCE_NO,strReferenceNo
TMSCoreTransportTS,unloading,UnLoadingGridObj,recStatus,recStatus
TMSCoreTransportTS,unloading,UnLoadingGridObj,select,strSelect
TMSCoreTransportTS,unloading,UnLoadingGridObj,ITEM_DESCRIPTION,strItemDescription
TMSCoreTransportTS,unloading,UnLoadingGridObj,ITEM_CODE,strItemCode
TMSCoreTransportTS,unloading,UnLoadingGridObj,QUANTITY,iQuantity
TMSCoreTransportTS,unloading,UnLoadingGridObj,LOADING_QUANTITY,iLoadingQuantity
TMSCoreTransportTS,unloading,UnLoadingGridObj,UNLOADING_QUANTITY,iUnLoadingQuantity
TMSCoreTransportTS,unloading,UnLoadingGridObj,UNLOADING_CONDITION,strUnloadingCondition
TMSCoreTransportTS,unloading,UnLoadingGridObj,LOADING_LOC,strLoadingLocation
TMSCoreTransportTS,unloading,UnLoadingGridObj,SHIPMENT_NO,strShipmentNo
TMSCoreTransportTS,unloading,UnLoadingGridObj,REFERENCE_NO,strReferenceNo
TMSCoreTransportTS,excelDetail,excelDetailObj,recStatus,recStatus
TMSCoreTransportTS,excelDetail,excelDetailObj,select,strSelect
TMSCoreTransportTS,excelDetail,excelDetailObj,CUSTOMER_CODE,strCustomerCode
TMSCoreTransportTS,excelDetail,excelDetailObj,REQUEST_DATE,dtRequestDate
TMSCoreTransportTS,excelDetail,excelDetailObj,QUANTITY,iQuantity
TMSCoreTransportTS,excelDetail,excelDetailObj,DOC_NO,strDocNo
TMSCoreTransportTS,excelDetail,excelDetailObj,PRIORITY,strPriority
TMSCoreTransportTS,excelDetail,excelDetailObj,ORIGIN,strOrigin
TMSCoreTransportTS,excelDetail,excelDetailObj,DESTINATION,strDestination
TMSCoreTransportTS,excelDetail,excelDetailObj,DEMAND_STATUS,strDemandStatus
TMSCoreTransportTS,excelDetail,excelDetailObj,PICKUP_DATE,dtPickUpDate
TMSCoreTransportTS,excelDetail,excelDetailObj,PICKUP_TIME,dtPickUpTime
TMSCoreTransportTS,excelDetail,excelDetailObj,DELIVERY_DATE,dtRosDate
TMSCoreTransportTS,excelDetail,excelDetailObj,DELIVERY_TIME,dtRosTime
TMSCoreTransportTS,excelDetail,excelDetailObj,ITEM_CODE,strItemCode
TMSCoreTransportTS,excelDetail,excelDetailObj,COST_CENTER_CODE,strCostCenterCode
TMSCoreTransportTS,excelDetail,excelDetailObj,REQ_ID,strRequestorId
TMSCoreTransportTS,excelDetail,excelDetailObj,REQ_MAIL,strReqMailId
TMSCoreTransportTS,excelDetail,excelDetailObj,REQ_NAME,strRequestorName
TMSCoreTransportTS,excelDetail,excelDetailObj,LOG_GROUP,strLogGroup
TMSCoreTransportTS,excelDetail,excelDetailObj,LOG_DIV,strDivCode
TMSCoreTransportTS,excelDetail,excelDetailObj,VENDOR,strVendorCode
TMSCoreTransportTS,excelDetail,excelDetailObj,LOAD_AT,strLoadAt
TMSCoreTransportTS,excelDetail,excelDetailObj,REMARKS,strRemarks
TMSCoreTransportTS,excelDetail,excelDetailObj,VEH_CAT,strVehCat
TMSCoreTransportTS,excelDetail,excelDetailObj,VEH_REG_NO,strVehRegNo
TMSCoreTransportTS,excelDetail,excelDetailObj,DRIVER_CODE,strDriverCode
TMSCoreTransportTS,excelDetail,excelDetailObj,LOAD_NO,strLoadNo
TMSCoreTransportTS,excelDetail,excelDetailObj,LOAD_INS,strLoadInsp
TMSCoreTransportTS,excelDetail,excelDetailObj,ACTUAL_TOT_WEIGHT,strActualWeight
TMSCoreTransportTS,excelDetail,excelDetailObj,RIG_NO,strRigNo
TMSCoreTransportTS,excelDetail,excelDetailObj,UNLOADING_POINT,strUnloadingPoint
TMSCoreTransportTS,excelDetail,excelDetailObj,LOAD_DESCRIPTION,strLoadDescription
TMSCoreTransportTS,excelDetail,excelDetailObj,LOAD_INSPECTION,strLdInspReq
TMSCoreTransportTS,excelDetail,excelDetailObj,PO_NUM,strPONo
TMSCoreTransportTS,excelDetail,excelDetailObj,VENDOR_REF_NO,strVenRefNo
TMSCoreTransportTS,excelDetail,excelDetailObj,PO_LINE_ITEM,iPoLineItem
TMSCoreTransportTS,excelDetail,excelDetailObj,ITEM_REMARKS,strItemRemaks
TMSCoreTransportTS,excelDetail,excelDetailObj,WELL_ID,strWellID
TMSCoreTransportTS,excelDetail,excelDetailObj,WELL_NAME,strWellName
TMSCoreTransportTS,excelDetail,excelDetailObj,CALL_OUT,strCallout
TMSCoreTransportTS,searchGrid,searchGridObj,recStatus,recStatus
TMSCoreTransportTS,searchGrid,searchGridObj,select,strSelect
TMSCoreTransportTS,searchGrid,searchGridObj,TRANS_REQ_NO,strRequestNo
TMSCoreTransportTS,custContGrid,custContGridObj,recStatus,recStatus
TMSCoreTransportTS,custContGrid,custContGridObj,select,strSelect
TMSCoreTransportTS,custContGrid,custContGridObj,SHIPMENT_NO,strShipmentNo
TMSCoreTransportTS,DynMTLFetch,queryObj,COLUMN_NAME,columnName
TMSCoreTransportTS,DynMTLFetch,queryObj,OPERATOR,strOperator
TMSCoreTransportTS,DynMTLFetch,queryObj,CONTROL_ID,strControlid
TMSCoreTransportTS,DynMTLFetch,queryObj,DEFAULT_VALUE,strDefault
FXCoreTS,itemdetails,itemdetailsObj,recStatus,recStatus
FXCoreTS,itemdetails,itemdetailsObj,select,strSelect
FXCoreTS,itemdetails,itemdetailsObj,ITEM_DESC,strGrdItemDesc
FXCoreTS,itemdetails,itemdetailsObj,QUANTITY,strGrdQty
FXCoreTS,itemdetails,itemdetailsObj,cueRowId,cueRowId
FXCoreTS,itemdetails,itemdetailsObj,UOM,strGrdUOM
FXCoreTS,itemdetails,itemdetailsObj,LENGTH,strGrdLength
FXCoreTS,itemdetails,itemdetailsObj,WIDTH,strGrdWidth
FXCoreTS,itemdetails,itemdetailsObj,HEIGHT,strGrdHeight
FXCoreTS,itemdetails,itemdetailsObj,LBH_UOM,strGrdLBHUOM
FXCoreTS,itemdetails,itemdetailsObj,WIGHT,strGrdWeight
FXCoreTS,itemdetails,itemdetailsObj,WEIGHT_UOM,strGrdWeightUOM
FXCoreTS,itemdetails,itemdetailsObj,FRAGILE,strGrdFragile
FXCoreTS,itemdetails,itemdetailsObj,HAZARDOUS,strGrdHazardous
FXCoreTS,itemdetails,itemdetailsObj,ODC,strGrdODC
FXCoreTS,itemdetails,itemdetailsObj,HAZARDOUS_ODC_NO,strGrdODC_NO
FXCoreTS,itemdetails,itemdetailsObj,HAZARDOUS_ODC_YES,strGrdODC_YES
FXCoreTS,itemdetails,itemdetailsObj,ATTACH,strGrdUploadDoc
FXCoreTS,truckVolConf,truckVolConfObj,recStatus,recStatus
FXCoreTS,truckVolConf,truckVolConfObj,select,strSelect
FXCoreTS,truckVolConf,truckVolConfObj,TRUCK_CAT,strTruckCat
FXCoreTS,truckVolConf,truckVolConfObj,CAPACITY,strCapacity
FXCoreTS,truckVolConf,truckVolConfObj,MAX_LOAD,strMaxLoad
FXCoreTS,ratedtl,ratedtlObj,recStatus,recStatus
FXCoreTS,ratedtl,ratedtlObj,select,strSelect
FXCoreTS,ratedtl,ratedtlObj,FROM_REGION,strGrdRegionFrom
FXCoreTS,ratedtl,ratedtlObj,TO_REGION,strGrdRegionTo
FXCoreTS,ratedtl,ratedtlObj,cueRowId,cueRowId
FXCoreTS,ratedtl,ratedtlObj,STD_RATE,strGrdStdRate
FXCoreTS,ratedtl,ratedtlObj,TYPE,strGrdType
FXCoreTS,ratedtl,ratedtlObj,MIN_WT,strGrdMinWt
FXCoreTS,ratedtl,ratedtlObj,MAX_WT,strGrdMaxWt
FXCoreTS,ratedtl,ratedtlObj,ADDITIONAL_COST,strAddCost
FXCoreTS,ratedtl,ratedtlObj,INSURANCE_COST,strInsuranceCost
DSCoreSecurityTS,mappeduserGrid,mappeduserGridObj,recStatus,recStatus
DSCoreSecurityTS,mappeduserGrid,mappeduserGridObj,select,strSelect
DSCoreSecurityTS,mappeduserGrid,mappeduserGridObj,USER_ID,strUserId
DSCoreSecurityTS,DynMTLFetch,queryObj,COLUMN_NAME,columnName
DSCoreSecurityTS,DynMTLFetch,queryObj,OPERATOR,strOperator
DSCoreSecurityTS,DynMTLFetch,queryObj,CONTROL_ID,strControlid
DSCoreSecurityTS,DynMTLFetch,queryObj,DEFAULT_VALUE,strDefault
FINCoreFinanceServiceTS,finPeriod,finPeriodObj,recStatus,recStatus
FINCoreFinanceServiceTS,finPeriod,finPeriodObj,select,strSelect
FINCoreFinanceServiceTS,finPeriod,finPeriodObj,PERIOD_START_DATE,dtPerStartDate
FINCoreFinanceServiceTS,finPeriod,finPeriodObj,PERIOD_END_DATE,dtPerEndDate
FINCoreFinanceServiceTS,finPeriod,finPeriodObj,FIN_PERIOD_CODE,strPeriodCode
FINCoreFinanceServiceTS,finPeriod,finPeriodObj,PERIOD_DESC,strPeriodDesc
FINCoreFinanceServiceTS,reqMapGrid,reqMapGridObj,recStatus,recStatus
FINCoreFinanceServiceTS,reqMapGrid,reqMapGridObj,select,strSelect
FINCoreFinanceServiceTS,reqMapGrid,reqMapGridObj,REQUEST_NO,strRequestNo
FINCoreFinanceServiceTS,reqMapGrid,reqMapGridObj,CUST_CODE,strCustomerCode
FINCoreFinanceServiceTS,reqMapGrid,reqMapGridObj,CUST_NAME,strCustomerName
FINCoreFinanceServiceTS,reqMapGrid,reqMapGridObj,ORIGIN,strOrigin
FINCoreFinanceServiceTS,reqMapGrid,reqMapGridObj,DESTINATION,strDestination
FINCoreFinanceServiceTS,reqMapGrid,reqMapGridObj,PRIORITY,strPriority
FINCoreFinanceServiceTS,reqMapGrid,reqMapGridObj,COMMODITY,strCommodity
FINCoreFinanceServiceTS,reqMapGrid,reqMapGridObj,WEIGHT,iTotWeight
FINCoreFinanceServiceTS,reqMapGrid,reqMapGridObj,VOLUME,iTotVolume
FINCoreFinanceServiceTS,reqMapGrid,reqMapGridObj,DEL_DATE,dtDelDate
FINCoreFinanceServiceTS,reqMapGrid,reqMapGridObj,TRIP_NO,strTripSheetNo
FINCoreFinanceServiceTS,reqMapGrid,reqMapGridObj,TOT_DIS,iTotDistance
FINCoreFinanceServiceTS,reqMapGrid,reqMapGridObj,AMOUNT,iAmount
FINCoreFinanceServiceTS,reqMapGrid,reqMapGridObj,INVOICE_DATE,dtInvoiceDate
FINCoreFinanceServiceTS,reqMapGrid,reqMapGridObj,INVOICE_NO,strInvoiceNo
FINCoreFinanceServiceTS,reqMapGrid,reqMapGridObj,STATUS,strStatus
FINCoreFinanceServiceTS,reqMapGrid,reqMapGridObj,CAR_CODE,strCarCode
FINCoreFinanceServiceTS,reqMapGrid,reqMapGridObj,NO_TRIPS,iNoOfTrp
FINCoreFinanceServiceTS,reqMapGrid,reqMapGridObj,TRIP_DT,dtTripDate
FINCoreFinanceServiceTS,reqMapGrid,reqMapGridObj,CLOSE_DT,dtCloseTripDate
FINCoreFinanceServiceTS,reqMapGrid,reqMapGridObj,CONTRACT_NO,strContractNoML
FINCoreFinanceServiceTS,reqMapGrid,reqMapGridObj,CONTRACT_NAME,strContractNameML
FINCoreFinanceServiceTS,reqMapGrid,reqMapGridObj,VEH_CODE,strVehCodeML
FINCoreFinanceServiceTS,invoiceMapGrid,invoiceMapGridObj,recStatus,recStatus
FINCoreFinanceServiceTS,invoiceMapGrid,invoiceMapGridObj,select,strSelect
FINCoreFinanceServiceTS,invoiceMapGrid,invoiceMapGridObj,INVOICE_NO,strInvoiceNo
FINCoreFinanceServiceTS,invoiceMapGrid,invoiceMapGridObj,INVOICE_DATE,dtInvoiceDate
FINCoreFinanceServiceTS,invoiceMapGrid,invoiceMapGridObj,CUST_NAME,strCustomerName
FINCoreFinanceServiceTS,invoiceMapGrid,invoiceMapGridObj,CUST_CODE,strCustomerCode
FINCoreFinanceServiceTS,invoiceMapGrid,invoiceMapGridObj,NO_REQUEST,iNoOfReq
FINCoreFinanceServiceTS,invoiceMapGrid,invoiceMapGridObj,AMOUNT,iAmount
FINCoreFinanceServiceTS,invoiceMapGrid,invoiceMapGridObj,STATUS,strStatus
FINCoreFinanceServiceTS,invoiceMapGrid,invoiceMapGridObj,WEIGHT,iTotWeight
FINCoreFinanceServiceTS,invoiceMapGrid,invoiceMapGridObj,VOLUME,iTotVolume
FINCoreFinanceServiceTS,invManMapGrid,invManMapGridObj,recStatus,recStatus
FINCoreFinanceServiceTS,invManMapGrid,invManMapGridObj,select,strSelect
FINCoreFinanceServiceTS,invManMapGrid,invManMapGridObj,SERVICE_ITEM_DESC,strSerItemDesc
FINCoreFinanceServiceTS,invManMapGrid,invManMapGridObj,SERVICE_TYPE,strServiceType
FINCoreFinanceServiceTS,invManMapGrid,invManMapGridObj,CHARGE_DESC,strChargeDesc
FINCoreFinanceServiceTS,invManMapGrid,invManMapGridObj,NAT_CHG,strNatOfCharge
FINCoreFinanceServiceTS,invManMapGrid,invManMapGridObj,AMOUNT,iAmount
FINCoreFinanceServiceTS,invManMapGrid,invManMapGridObj,SERVICE_ITEM,strServiceItem
FINCoreFinanceServiceTS,invManMapGrid,invManMapGridObj,CHARGE_CODE,strChargeCode
FINCoreFinanceServiceTS,invManMapGrid,invManMapGridObj,REQUEST_NO,strRequestNo
FINCoreFinanceServiceTS,tripMapGrid,tripMapGridObj,recStatus,recStatus
FINCoreFinanceServiceTS,tripMapGrid,tripMapGridObj,select,strSelect
FINCoreFinanceServiceTS,tripMapGrid,tripMapGridObj,CAR_CODE,strCarCode
FINCoreFinanceServiceTS,tripMapGrid,tripMapGridObj,TRIP_DT,dtTripDate
FINCoreFinanceServiceTS,tripMapGrid,tripMapGridObj,CLOSE_DT,dtCloseTripDate
FINCoreFinanceServiceTS,tripMapGrid,tripMapGridObj,CONTRACT_NO,strContractNoML
FINCoreFinanceServiceTS,tripMapGrid,tripMapGridObj,CONTRACT_NAME,strContractNameML
FINCoreFinanceServiceTS,tripMapGrid,tripMapGridObj,VEH_CODE,strVehCodeML
FINCoreFinanceServiceTS,tripMapGrid,tripMapGridObj,TRIP_NO,strTripSheetNoML
FINCoreFinanceServiceTS,loadDetailsGrid,loadDetailsGridObj,recStatus,recStatus
FINCoreFinanceServiceTS,loadDetailsGrid,loadDetailsGridObj,select,strSelect
FINCoreFinanceServiceTS,loadDetailsGrid,loadDetailsGridObj,TRIP_NO,strTripSheetNoML
FINCoreFinanceServiceTS,loadDetailsGrid,loadDetailsGridObj,LOAD_NO,strLoadNo
FINCoreFinanceServiceTS,loadDetailsGrid,loadDetailsGridObj,KEY_FIELD,strKeyField
FINCoreFinanceServiceTS,loadDetailsGrid,loadDetailsGridObj,ADJ,iAdj
FINCoreFinanceServiceTS,loadDetailsGrid,loadDetailsGridObj,REMARKS,strRemarks
FINCoreFinanceServiceTS,loadDetailsGrid,loadDetailsGridObj,CONTRACT_BILL_NO,strContBillNo
FINCoreFinanceServiceTS,loadDetailsGrid,loadDetailsGridObj,OPS_APP,strOpsApp
FINCoreFinanceServiceTS,loadDetailsGrid,loadDetailsGridObj,PDO_APP,strPdoApp
FINCoreFinanceServiceTS,loadDetailsGrid,loadDetailsGridObj,PAID_OTO,strPaidOto
FINCoreFinanceServiceTS,loadDetailsGrid,loadDetailsGridObj,LANE_CODE,strLaneCode
FINCoreFinanceServiceTS,loadDetailsGrid,loadDetailsGridObj,CHARGE_CODE,strChargeCode
FINCoreFinanceServiceTS,ExcelloadDetailsGrid,ExcelloadDetailsGridObj,recStatus,recStatus
FINCoreFinanceServiceTS,ExcelloadDetailsGrid,ExcelloadDetailsGridObj,select,strSelect
FINCoreFinanceServiceTS,ExcelloadDetailsGrid,ExcelloadDetailsGridObj,LOAD_NO,strLoadNo
FINCoreFinanceServiceTS,ExcelloadDetailsGrid,ExcelloadDetailsGridObj,REMARKS,strRemarks
FINCoreFinanceServiceTS,ExcelloadDetailsGrid,ExcelloadDetailsGridObj,CONTRACT_BILL_NO,strContBillNo
FINCoreFinanceServiceTS,SumloadDetailsGrid,SumloadDetailsGridObj,recStatus,recStatus
FINCoreFinanceServiceTS,SumloadDetailsGrid,SumloadDetailsGridObj,select,strSelect
FINCoreFinanceServiceTS,SumloadDetailsGrid,SumloadDetailsGridObj,TRIP_NO,strTripSheetNoML
FINCoreFinanceServiceTS,SumloadDetailsGrid,SumloadDetailsGridObj,LOAD_NO,strLoadNo
FINCoreFinanceServiceTS,SumloadDetailsGrid,SumloadDetailsGridObj,KEY_FIELD,strKeyField
FINCoreFinanceServiceTS,SumloadDetailsGrid,SumloadDetailsGridObj,ADJ,iAdj
FINCoreFinanceServiceTS,SumloadDetailsGrid,SumloadDetailsGridObj,REMARKS,strRemarks
FINCoreFinanceServiceTS,SumloadDetailsGrid,SumloadDetailsGridObj,CONTRACT_BILL_NO,strContBillNoML
FINCoreFinanceServiceTS,SumloadDetailsGrid,SumloadDetailsGridObj,OPS_APP,strOpsApp
FINCoreFinanceServiceTS,SumloadDetailsGrid,SumloadDetailsGridObj,PDO_APP,strPdoApp
FINCoreFinanceServiceTS,SumloadDetailsGrid,SumloadDetailsGridObj,PAID_OTO,strPaidOto
FINCoreFinanceServiceTS,SumloadDetailsGrid,SumloadDetailsGridObj,LANE_CODE,strLaneCode
FINCoreFinanceServiceTS,SumloadDetailsGrid,SumloadDetailsGridObj,CHARGE_CODE,strChargeCode
GPCoreServiceTS,POVenDODtl,POVenDODtlObj,recStatus,recStatus
GPCoreServiceTS,POVenDODtl,POVenDODtlObj,select,strSelect
GPCoreServiceTS,POVenDODtl,POVenDODtlObj,QUANTITY,strGrdQty
GPCoreServiceTS,POVenDODtl,POVenDODtlObj,cueRowId,cueRowId
GPCoreServiceTS,POVenDODtl,POVenDODtlObj,UOM,strGrdUOM
GPCoreServiceTS,POVenDODtl,POVenDODtlObj,PO_NUMBER,strGrdPONum
GPCoreServiceTS,POVenDODtl,POVenDODtlObj,PO_DATE,dtGrdPODate
GPCoreServiceTS,POVenDODtl,POVenDODtlObj,VENDOR_NUMBER,strGrdVendorNo
GPCoreServiceTS,POVenDODtl,POVenDODtlObj,VENDOR_NAME,strGrdVendorName
GPCoreServiceTS,POVenDODtl,POVenDODtlObj,VENDOR_DO_NUMBER,strGrdVendorDONo
PPLCoreMasterTS,shuttleDtl,shuttleDtlObj,recStatus,recStatus
PPLCoreMasterTS,shuttleDtl,shuttleDtlObj,select,strSelect
PPLCoreMasterTS,shuttleDtl,shuttleDtlObj,VEH_CODE,strVehicleCode
PPLCoreMasterTS,shuttleDtl,shuttleDtlObj,REG_NO,strRegNo
PPLCoreMasterTS,shuttleDtl,shuttleDtlObj,ROUTE_CODE,strRouteCode
PPLCoreMasterTS,shuttleDtl,shuttleDtlObj,ROUTE_DESC,strRouteDesc
PPLCoreMasterTS,shuttleDtl,shuttleDtlObj,START_TIME,tmStartTime
PPLCoreMasterTS,shuttleDtl,shuttleDtlObj,SHUTTLE_NO,strShuttleNo
PPLCoreMasterTS,travellerDoc,travellerDocObj,recStatus,recStatus
PPLCoreMasterTS,travellerDoc,travellerDocObj,select,strSelect
PPLCoreMasterTS,travellerDoc,travellerDocObj,DOC_TYPE,strDocType
PPLCoreMasterTS,travellerDoc,travellerDocObj,DOC_NO,strDocNo
PPLCoreMasterTS,travellerDoc,travellerDocObj,ISSUE_DT,dtIssueDate
PPLCoreMasterTS,travellerDoc,travellerDocObj,EFFECTIVE_FROM,dtEffectiveFrom
PPLCoreMasterTS,travellerDoc,travellerDocObj,EFFECTIVE_TO,dtEffectiveTo
PPLCoreMasterTS,travellerDoc,travellerDocObj,ATTACH_DOCUMENT,strAttach
PPLCoreMasterTS,travellerDoc,travellerDocObj,ISSUED_BY,strIssuedBy
PPLCoreMasterTS,guestHouseDtl,guestHouseDtlObj,recStatus,recStatus
PPLCoreMasterTS,guestHouseDtl,guestHouseDtlObj,select,strSelect
PPLCoreMasterTS,guestHouseDtl,guestHouseDtlObj,ROOM_NO,strRoomNo
PPLCoreMasterTS,guestHouseDtl,guestHouseDtlObj,ROOM_TYPE,strRoomType
PPLCoreMasterTS,guestHouseDtl,guestHouseDtlObj,NO_OF_BEDS,iNoOfBeds
PPLCoreMasterTS,guestHouseDtl,guestHouseDtlObj,WORK_LOCATION,strLocation
PPLCoreMasterTS,guestHouseDtl,guestHouseDtlObj,GUEST_HOUSE,strGuestHouseCode
PPLCoreMasterTS,guestHouseDtl,guestHouseDtlObj,GUEST_NAME,strGuestHouseName
PPLCoreMasterTS,guestHouseDtl,guestHouseDtlObj,EFFECTIVE_FROM,dtEffectiveFrom
PPLCoreMasterTS,guestHouseDtl,guestHouseDtlObj,EFFECTIVE_TO,dtEffectiveTo
PPLCoreMasterTS,ComplainceRulesDtl,ComplainceRulesDtlObj,recStatus,recStatus
PPLCoreMasterTS,ComplainceRulesDtl,ComplainceRulesDtlObj,select,strSelect
PPLCoreMasterTS,ComplainceRulesDtl,ComplainceRulesDtlObj,FROM_REGION,strFromRegion
PPLCoreMasterTS,ComplainceRulesDtl,ComplainceRulesDtlObj,TO_REGION,strToRegion
PPLCoreMasterTS,ComplainceRulesDtl,ComplainceRulesDtlObj,DOC_TYPE,strDocType
PPLCoreMasterTS,ComplainceRulesDtl,ComplainceRulesDtlObj,CRITICALITY,strCriticality
PPLCoreMasterTS,ComplainceRulesDtl,ComplainceRulesDtlObj,EFFECTIVE_FROM,dtEffectiveFrom
PPLCoreMasterTS,ComplainceRulesDtl,ComplainceRulesDtlObj,EFFECTIVE_TO,dtEffectiveTo
PPLCoreMasterTS,requestGenDtl,requestGenDtlObj,recStatus,recStatus
PPLCoreMasterTS,requestGenDtl,requestGenDtlObj,select,strSelect
PPLCoreMasterTS,requestGenDtl,requestGenDtlObj,TRAVEL_PURPOSE,strTravelPurpose
PPLCoreMasterTS,requestGenDtl,requestGenDtlObj,TRAVEL_TYPE,strTravelType
PPLCoreMasterTS,requestGenDtl,requestGenDtlObj,DOC_TO_GEN,strDocgen
PPLCoreMasterTS,requestGenDtl,requestGenDtlObj,EFFECTIVE_FROM,dtEffectiveFrom
PPLCoreMasterTS,requestGenDtl,requestGenDtlObj,EFFECTIVE_TO,dtEffectiveTo
PPLCoreMasterTS,requestGenDtl,requestGenDtlObj,GRADE,strGrade
PPLCoreMasterTS,requestGenDtl,requestGenDtlObj,REGION_FROM,strRegionFrom
PPLCoreMasterTS,requestGenDtl,requestGenDtlObj,REGION_TO,strRegionTo
PPLCoreMasterTS,approvalDataDtl,approvalDataDtlObj,recStatus,recStatus
PPLCoreMasterTS,approvalDataDtl,approvalDataDtlObj,select,strSelect
PPLCoreMasterTS,approvalDataDtl,approvalDataDtlObj,DATA_TYPE,strDataType
PPLCoreMasterTS,approvalDataDtl,approvalDataDtlObj,VALUE,strValue
PPLCoreMasterTS,approvalLevelDtl,approvalLevelDtlObj,recStatus,recStatus
PPLCoreMasterTS,approvalLevelDtl,approvalLevelDtlObj,select,strSelect
PPLCoreMasterTS,approvalLevelDtl,approvalLevelDtlObj,LEVEL_SEQ,iLevelSeq
PPLCoreMasterTS,approvalLevelDtl,approvalLevelDtlObj,LEVEL_STATUS,strLevelStatus
PPLCoreMasterTS,approvalLevelDtl,approvalLevelDtlObj,USER,strUser
PPLCoreMasterTS,approvalLevelDtl,approvalLevelDtlObj,EMAIL_ID,strEmailId
OTOAppCoreServiceTS,contractoruserGrid,contractoruserGridObj,recStatus,recStatus
OTOAppCoreServiceTS,contractoruserGrid,contractoruserGridObj,select,strSelect
OTOAppCoreServiceTS,contractoruserGrid,contractoruserGridObj,ROW_NUM,cueRowId
OTOAppCoreServiceTS,contractoruserGrid,contractoruserGridObj,CONTRACT_NUM,strContractorNum
OTOAppCoreServiceTS,contractoruserGrid,contractoruserGridObj,CONTRACTOR_NAME,strContractorName
OTOAppCoreServiceTS,contractoruserGrid,contractoruserGridObj,CONTRACTOR_NO,strContractorNo
PPLCoreTS,PlanLegDtlGrid,PlanLegDtlGridObj,recStatus,recStatus
PPLCoreTS,PlanLegDtlGrid,PlanLegDtlGridObj,select,strSelect
PPLCoreTS,PlanLegDtlGrid,PlanLegDtlGridObj,PLAN_LEG,strPlanLeg
PPLCoreTS,PlanLegDtlGrid,PlanLegDtlGridObj,SEQ_NO,iSeqNo
PPLCoreTS,travelRequest,travelRequestObj,recStatus,recStatus
PPLCoreTS,travelRequest,travelRequestObj,select,strSelect
PPLCoreTS,travelRequest,travelRequestObj,LOCATION,strLocation
PPLCoreTS,travelRequest,travelRequestObj,DATE,dtDate
PPLCoreTS,travelRequest,travelRequestObj,TIME,strTime
PPLCoreTS,travelRequest,travelRequestObj,DAYS,strDays
PPLCoreTS,FlightBookingRequest,FlightBookingRequestObj,recStatus,recStatus
PPLCoreTS,FlightBookingRequest,FlightBookingRequestObj,select,strSelect
PPLCoreTS,FlightBookingRequest,FlightBookingRequestObj,FROM_LOCATION,strFromLocation
PPLCoreTS,FlightBookingRequest,FlightBookingRequestObj,TO_LOCATION,strToLocation
PPLCoreTS,FlightBookingRequest,FlightBookingRequestObj,TICKET_NUMBER,strTicketNumber
